,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일
1318,고창성,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1984-12-21
1319,최대성,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1985-05-17
1320,손승락,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1982-03-04
1321,배재환,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1995-02-24
1322,임기준,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1991-10-08
1323,김진우,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1983-03-07
1324,김건태,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1991-10-02
1325,김성배,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1981-01-12
1326,진야곱,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1989-04-11
1327,김병현,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1979-01-19
1328,홍성용,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1986-11-18
1329,한현희,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1993-06-25
1330,임찬규,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1992-11-20
1331,권오준,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1980-03-09
1332,김재윤,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1990-09-16
1333,이상영,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,2000-12-03
1334,김명신,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1993-11-29
1335,박성훈,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1982-09-19
1336,임정호,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1990-04-16
1337,김승회,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1981-02-11
1338,문광은,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1987-11-09
1339,김성배,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1981-01-12
1340,김세현,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1987-08-07
1341,박성모,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1995-02-22
1342,최금강,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1989-04-26
1343,김사율,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1980-04-17
1344,고봉재,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1993-05-14
1345,김건한,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1981-03-26
1346,홍성무,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1993-01-25
1347,최금강,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1989-04-26
1348,박민호,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1992-02-25
1349,이동현,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1983-01-12
1350,최영환,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1992-02-20
1351,하준영,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1999-09-06
1352,김승현,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1992-07-09
1353,이승현,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1991-11-20
1354,심재민,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1994-02-18
1355,이상열,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1977-04-20
1356,임창민,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1985-08-25
1357,윤규진,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1984-07-28
1358,신주영,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1984-02-15
1359,손민한,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1975-01-02
1360,김영훈,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,1B,1989-03-24
1361,신재웅,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2013,P,1982-03-28
1362,정수민,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1990-04-01
1363,김주한,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1993-02-03
1364,정수민,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1990-04-01
1365,홍성용,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1986-11-18
1366,박정진,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1976-05-27
1367,임준섭,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1989-07-16
1368,최대성,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1985-05-17
1369,오승환,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1982-07-15
1370,신정락,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1987-05-13
1371,임기영,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1993-04-16
1372,주권,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1995-05-31
1373,장시환,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1987-11-01
1374,김윤동,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1993-04-01
1375,유동훈,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1977-02-12
1376,민태호,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1989-09-12
1377,김사율,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1980-04-17
1378,고우석,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1984-11-03
1379,임창민,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1985-08-25
1380,진해수,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1986-06-26
1381,김진성,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1985-03-07
1382,배장호,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1987-06-25
1383,김재윤,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1990-09-16
1384,고효준,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1983-02-08
1385,심동섭,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1991-09-20
1386,권혁,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1983-11-06
1387,이정훈,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1977-10-09
1388,민태호,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,DH,1989-09-12
1389,안영명,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1984-11-19
1390,최지광,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1998-03-13
1391,유재유,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1997-03-03
1392,홍성무,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1993-01-25
1393,신해수,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1987-11-30
1394,라라,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1988-12-20
1395,구창모,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1997-02-17
1396,마일영,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1981-05-28
1397,최영환,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1992-02-20
1398,김수경,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1979-08-20
1399,이명우,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1982-06-03
1400,이동현,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1983-01-12
1401,강승현,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1985-10-06
1402,심창민,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1993-02-01
1403,박민호,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1992-02-25
1404,이정민,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1979-03-02
1405,심동섭,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1991-09-20
1406,김수경,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1979-08-20
1407,윤석민,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1986-07-24
1408,밴덴헐크,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1985-05-22
1409,임창민,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1985-08-25
1410,차정민,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1982-11-23
1411,안지만,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1983-10-01
1412,오현택,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1985-07-17
1413,유재유,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1997-03-03
1414,손승락,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1982-03-04
1415,김광수,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1981-05-05
1416,이현승,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1983-10-11
1417,조한욱,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1996-12-19
1418,강장산,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1990-02-16
1419,한승혁,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1993-01-03
1420,김건태,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1991-10-02
1421,손정욱,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1990-12-24
1422,임경완,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1975-12-28
1423,김광수,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1981-05-05
1424,홍상삼,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1990-02-13
1425,신승현,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1983-08-13
1426,김광삼,0.00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1980-08-15
1427,김정남,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,C,1986-11-22
1428,오승환,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1982-07-15
1429,박성훈,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1982-09-19
1430,신재웅,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1982-03-28
1431,엄상백,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1996-10-04
1432,윤지웅,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1988-03-11
1433,김선규,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1986-04-20
1434,이상열,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1977-04-20
1435,신주영,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1984-02-15
1436,정인욱,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1990-12-18
1437,손영민,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1987-04-28
1438,김대현,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1997-03-08
1439,심동섭,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1991-09-20
1440,에반,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1983-05-12
1441,김기현,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1989-04-03
1442,김건한,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1981-03-26
1443,송창식,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1985-03-25
1444,박정진,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1976-05-27
1445,정우람,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1985-06-01
1446,박준영,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1997-08-05
1447,소사,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1985-07-28
1448,유동훈,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1977-02-12
1449,고우석,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1984-11-03
1450,김상수,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1988-01-02
1451,최동환,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1989-09-19
1452,강윤구,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1990-07-10
1453,김윤동,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1993-04-01
1454,박정진,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1976-05-27
1455,고창성,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1984-12-21
1456,홍건희,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1992-09-29
1457,손민한,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1975-01-02
1458,배장호,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1987-06-25
1459,박근홍,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1985-08-22
1460,고효준,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1983-02-08
1461,여건욱,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1986-09-16
1462,윤규진,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1984-07-28
1463,심동섭,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1991-09-20
1464,로저스,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1985-08-14
1465,정용운,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1990-07-06
1466,김태훈,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1990-05-19
1467,봉중근,0.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1980-07-15
1468,신해수,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1987-11-30
1469,마일영,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1981-05-28
1470,박희수,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1983-07-13
1471,송신영,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1977-03-01
1472,임기준,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1991-10-08
1473,김사율,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1980-04-17
1474,김세현,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1987-08-07
1475,한기주,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1987-04-29
1476,이정민,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1979-03-02
1477,정재훈,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1980-01-01
1478,김수경,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1979-08-20
1479,이한진,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1983-12-20
1480,안영진,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1983-09-03
1481,임찬규,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1992-11-20
1482,구승민,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1990-06-12
1483,신병률,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1996-01-30
1484,이민우,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1993-02-09
1485,차우찬,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1987-05-31
1486,배우열,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1986-05-19
1487,임정우,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1991-04-02
1488,탈보트,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1983-10-17
1489,윤성환,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1981-10-08
1490,이재영,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1979-06-13
1491,이상열,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1977-04-20
1492,션헨,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1981-04-23
1493,이동걸,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1983-08-12
1494,하영민,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2017,P,1995-05-07
1495,윤석민,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1986-07-24
1496,브리검,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2018,P,1988-02-10
1497,정대현,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1978-11-10
1498,김광수,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1981-05-05
1499,김민우,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2015,P,1995-07-25
1500,박상현,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,SS,1989-11-22
1501,김지훈,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1992-04-16
1502,정대현,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1991-07-19
1503,이용찬,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2014,P,1989-01-02
1504,최진호,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2011,P,1984-08-26
1505,임창민,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1985-08-25
1506,양훈,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2012,P,1986-05-29
1507,최성영,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1997-04-28
1508,김경태,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2019,P,1991-02-28
1509,정우람,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1985-06-01
1510,박시영,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2016,P,1989-03-10
1511,고창성,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,2010,P,1984-12-21
