,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일
788,김대우,0.73,69,216,180,23,43,15,2,4,74,27,4,3,33,2.0,1.0,66.0,4.0,0.0,1.0,0.239,0.361,0.41100000000000003,0.772,0.361,112.7,0.73,2013,DH,1984-07-26
789,김문호,0.73,131,448,390,49,114,17,1,2,139,35,9,4,37,13.0,4.0,73.0,5.0,7.0,1.0,0.292,0.37200000000000005,0.35600000000000004,0.728,0.33299999999999996,89.6,0.73,2017,LF,1987-06-22
790,황재균,0.73,94,353,306,41,69,14,3,6,107,40,18,7,32,4.0,0.0,73.0,10.0,6.0,4.0,0.225,0.304,0.35,0.653,0.297,70.1,0.73,2010,3B,1987-07-28
791,심우준,0.73,103,303,286,38,82,15,2,4,113,26,18,5,8,4.0,0.0,58.0,4.0,4.0,1.0,0.287,0.314,0.395,0.71,0.314,74.8,0.73,2017,3B,1995-04-28
792,정훈,0.73,121,439,370,48,97,18,2,2,125,46,7,7,43,16.0,0.0,75.0,12.0,8.0,2.0,0.262,0.36200000000000004,0.33799999999999997,0.7,0.331,82.5,0.73,2016,2B,1987-07-18
793,류지혁,0.73,90,134,118,34,34,5,0,3,48,9,3,2,10,3.0,0.0,28.0,0.0,2.0,1.0,0.28800000000000003,0.35600000000000004,0.40700000000000003,0.763,0.34600000000000003,94.0,0.73,2016,SS,1994-01-13
794,송광민,0.72,77,291,263,30,68,11,0,6,97,34,4,4,21,2.0,1.0,68.0,5.0,3.0,2.0,0.259,0.316,0.369,0.685,0.312,80.4,0.72,2010,3B,1983-06-24
795,박계현,0.72,62,144,129,23,44,9,0,0,53,13,7,3,8,0.0,0.0,24.0,2.0,4.0,3.0,0.341,0.371,0.41100000000000003,0.782,0.349,98.3,0.72,2014,3B,1992-03-08
796,이상호,0.72,95,241,227,33,76,8,0,0,84,15,12,2,7,2.0,0.0,15.0,7.0,5.0,0.0,0.335,0.36,0.37,0.73,0.331,90.2,0.72,2017,2B,1989-02-05
798,박종윤,0.72,121,459,416,41,107,19,4,9,161,47,5,2,22,5.0,5.0,64.0,10.0,15.0,1.0,0.257,0.302,0.387,0.6890000000000001,0.308,88.5,0.72,2012,1B,1982-04-11
799,김주찬,0.71,100,363,337,35,101,16,0,3,126,32,3,1,17,5.0,3.0,44.0,6.0,1.0,3.0,0.3,0.34,0.374,0.7140000000000001,0.33,97.0,0.71,2019,1B,1981-03-25
800,최주환,0.71,47,100,91,12,27,5,1,2,40,10,1,0,8,0.0,1.0,9.0,3.0,0.0,1.0,0.297,0.35,0.44,0.79,0.361,113.3,0.71,2013,2B,1988-02-28
801,배영섭,0.71,93,381,323,53,86,17,0,4,115,22,5,8,51,5.0,0.0,42.0,10.0,1.0,1.0,0.266,0.374,0.35600000000000004,0.73,0.348,92.5,0.71,2016,RF,1986-06-27
802,장성호,0.71,83,278,241,21,64,10,1,4,88,27,0,1,35,2.0,4.0,36.0,5.0,0.0,0.0,0.266,0.363,0.365,0.7290000000000001,0.345,101.7,0.71,2013,1B,1977-10-18
803,최준석,0.7,116,396,325,49,85,10,0,19,152,70,0,0,64,3.0,2.0,102.0,14.0,0.0,4.0,0.262,0.384,0.46799999999999997,0.852,0.381,113.9,0.7,2016,DH,1983-02-15
804,전민수,0.7,74,240,213,31,65,14,1,3,90,29,5,2,19,4.0,0.0,46.0,4.0,4.0,0.0,0.305,0.373,0.423,0.795,0.361,100.2,0.7,2016,RF,1989-03-18
805,정성훈,0.7,88,205,183,22,54,11,0,4,77,28,0,1,16,5.0,1.0,49.0,5.0,0.0,1.0,0.295,0.366,0.42100000000000004,0.787,0.35100000000000003,102.7,0.7,2018,1B,1980-06-27
806,백용환,0.7,65,177,154,22,36,6,0,10,72,30,3,1,19,1.0,0.0,47.0,5.0,0.0,3.0,0.23399999999999999,0.316,0.46799999999999997,0.784,0.34,92.3,0.7,2015,C,1989-03-20
807,조영훈,0.7,98,280,245,33,60,11,0,6,89,34,7,2,27,5.0,0.0,76.0,1.0,0.0,3.0,0.245,0.32899999999999996,0.363,0.6920000000000001,0.32799999999999996,94.8,0.7,2011,1B,1982-11-12
808,오윤,0.7,94,208,173,16,40,3,1,3,54,20,5,2,29,3.0,0.0,41.0,7.0,3.0,0.0,0.231,0.35100000000000003,0.312,0.6629999999999999,0.322,98.2,0.7,2012,LF,1981-09-08
809,이종범,0.69,97,273,235,27,65,15,1,3,91,24,3,2,22,1.0,1.0,35.0,6.0,12.0,3.0,0.27699999999999997,0.337,0.387,0.7240000000000001,0.32299999999999995,91.7,0.69,2011,RF,1970-08-15
810,고영민,0.68,41,77,67,13,22,1,0,3,32,11,4,2,6,3.0,0.0,22.0,4.0,0.0,1.0,0.32799999999999996,0.40299999999999997,0.478,0.88,0.397,138.8,0.68,2015,1B,1984-02-08
811,류지혁,0.67,128,280,228,52,61,7,0,1,71,29,7,2,29,10.0,0.0,43.0,3.0,11.0,2.0,0.268,0.37200000000000005,0.311,0.6829999999999999,0.314,77.7,0.67,2018,SS,1994-01-13
812,정진호,0.67,97,224,198,43,56,11,2,5,86,31,1,1,19,1.0,1.0,32.0,2.0,4.0,2.0,0.28300000000000003,0.34600000000000003,0.434,0.78,0.33899999999999997,98.2,0.67,2017,RF,1988-10-02
813,정상호,0.67,78,206,176,13,38,12,0,4,62,24,0,2,15,4.0,1.0,61.0,3.0,8.0,3.0,0.21600000000000003,0.28800000000000003,0.35200000000000004,0.64,0.28800000000000003,74.3,0.67,2012,C,1982-12-24
814,오정복,0.67,96,344,306,45,93,11,2,5,123,36,1,0,28,0.0,1.0,32.0,5.0,6.0,4.0,0.304,0.358,0.402,0.76,0.34299999999999997,88.3,0.67,2016,LF,1986-10-13
815,김태군,0.66,132,420,362,33,96,19,0,3,124,34,0,1,16,22.0,0.0,43.0,11.0,18.0,2.0,0.265,0.33299999999999996,0.34299999999999997,0.6759999999999999,0.301,69.6,0.66,2017,C,1989-12-30
816,강동우,0.66,76,290,257,35,65,16,1,2,89,22,1,2,26,0.0,0.0,21.0,5.0,5.0,2.0,0.253,0.319,0.34600000000000003,0.6659999999999999,0.311,91.2,0.66,2012,RF,1974-04-20
817,정수빈,0.66,101,357,315,46,74,11,7,0,99,32,24,6,18,3.0,1.0,46.0,5.0,19.0,2.0,0.235,0.281,0.314,0.595,0.266,59.3,0.66,2012,CF,1990-10-07
818,서건창,0.66,37,160,141,28,48,12,0,0,60,15,2,0,12,3.0,0.0,19.0,1.0,2.0,2.0,0.34,0.39899999999999997,0.426,0.8240000000000001,0.369,112.0,0.66,2018,DH,1989-08-22
819,고동진,0.66,97,222,195,31,49,9,0,3,67,19,3,2,15,5.0,0.0,33.0,5.0,6.0,1.0,0.251,0.319,0.344,0.6629999999999999,0.308,81.4,0.66,2011,CF,1980-04-01
820,김재호,0.66,122,421,341,50,86,14,1,3,111,54,2,8,54,2.0,0.0,59.0,14.0,13.0,11.0,0.252,0.348,0.326,0.674,0.31,71.7,0.66,2014,SS,1985-03-21
821,황진수,0.65,60,133,117,18,34,6,2,1,47,16,4,0,10,3.0,0.0,38.0,2.0,2.0,1.0,0.29100000000000004,0.359,0.402,0.7609999999999999,0.341,94.5,0.65,2017,3B,1989-02-15
822,임훈,0.65,93,281,229,34,61,9,6,0,82,24,5,5,33,0.0,0.0,33.0,4.0,16.0,3.0,0.266,0.355,0.358,0.713,0.32,89.6,0.65,2011,RF,1985-07-17
823,조영훈,0.65,67,159,138,22,38,6,1,6,64,17,6,2,15,1.0,2.0,36.0,1.0,3.0,2.0,0.275,0.34600000000000003,0.46399999999999997,0.81,0.35200000000000004,106.6,0.65,2010,1B,1982-11-12
824,김성욱,0.65,116,333,287,38,66,16,1,9,111,36,6,4,29,3.0,1.0,69.0,4.0,9.0,5.0,0.23,0.303,0.387,0.6890000000000001,0.306,80.5,0.65,2019,CF,1993-05-01
825,오윤,0.64,67,143,117,14,34,5,0,0,39,17,0,0,20,3.0,0.0,29.0,3.0,1.0,2.0,0.29100000000000004,0.401,0.33299999999999996,0.735,0.359,111.6,0.64,2013,LF,1981-09-08
826,김민식,0.64,88,170,144,17,37,9,0,2,52,14,1,1,21,2.0,0.0,38.0,2.0,3.0,0.0,0.257,0.359,0.361,0.72,0.335,85.2,0.64,2016,C,1989-06-28
827,김상훈,0.64,67,150,123,19,24,3,0,3,36,16,0,0,24,1.0,0.0,26.0,2.0,1.0,1.0,0.195,0.32899999999999996,0.293,0.622,0.305,79.2,0.64,2011,C,1977-10-27
829,정수성,0.63,87,244,203,37,44,7,3,2,63,9,19,9,29,5.0,1.0,42.0,1.0,6.0,1.0,0.217,0.32799999999999996,0.31,0.638,0.302,84.4,0.63,2012,RF,1978-03-04
830,이호준,0.63,77,187,164,13,49,10,0,7,80,36,1,0,18,1.0,2.0,41.0,2.0,1.0,3.0,0.299,0.366,0.488,0.853,0.36700000000000005,113.3,0.63,2017,DH,1976-02-08
831,김민하,0.63,54,141,116,18,28,6,0,1,37,8,4,2,18,4.0,0.0,40.0,4.0,3.0,0.0,0.24100000000000002,0.36200000000000004,0.319,0.6809999999999999,0.322,84.2,0.63,2015,CF,1989-02-25
832,최정민,0.63,88,177,155,29,51,4,1,0,57,11,8,4,8,7.0,0.0,48.0,1.0,6.0,1.0,0.32899999999999996,0.386,0.368,0.754,0.34700000000000003,94.3,0.63,2016,2B,1989-06-02
833,김경언,0.63,50,184,158,19,40,7,2,0,51,11,8,4,23,0.0,1.0,29.0,2.0,2.0,1.0,0.253,0.34600000000000003,0.32299999999999995,0.669,0.315,82.3,0.63,2010,CF,1982-12-07
834,추승우,0.63,111,304,260,39,61,8,4,2,83,23,10,6,29,6.0,0.0,62.0,3.0,6.0,3.0,0.235,0.322,0.319,0.6409999999999999,0.299,71.8,0.63,2010,CF,1979-09-24
835,이양기,0.63,93,164,147,9,41,13,0,0,54,17,3,0,9,6.0,0.0,31.0,5.0,2.0,0.0,0.27899999999999997,0.34600000000000003,0.36700000000000005,0.713,0.336,100.6,0.63,2011,RF,1981-01-31
836,박진만,0.62,57,161,138,12,29,7,1,5,53,19,3,1,14,0.0,0.0,27.0,2.0,8.0,1.0,0.21,0.281,0.384,0.665,0.294,78.9,0.62,2012,SS,1976-11-30
837,김재율,0.62,75,198,181,21,55,9,0,6,82,28,0,1,10,2.0,0.0,35.0,8.0,4.0,1.0,0.304,0.345,0.45299999999999996,0.7979999999999999,0.34700000000000003,103.8,0.62,2017,1B,1989-01-14
838,지성준,0.61,99,224,207,22,57,7,0,7,85,29,1,0,12,2.0,0.0,55.0,6.0,2.0,1.0,0.275,0.32,0.41100000000000003,0.73,0.319,78.7,0.61,2018,C,1994-04-10
839,김상현,0.61,32,126,116,17,30,9,0,4,51,17,1,2,6,3.0,0.0,26.0,3.0,1.0,0.0,0.259,0.312,0.44,0.752,0.34600000000000003,115.9,0.61,2012,RF,1980-11-12
840,장진혁,0.61,113,349,315,42,80,16,5,1,109,24,13,5,26,5.0,0.0,74.0,4.0,2.0,1.0,0.254,0.32,0.34600000000000003,0.6659999999999999,0.312,88.2,0.61,2019,CF,1993-09-30
841,김태완,0.61,93,321,279,24,64,13,0,3,86,23,1,2,33,7.0,1.0,78.0,8.0,0.0,2.0,0.22899999999999998,0.324,0.308,0.632,0.307,76.4,0.61,2013,DH,1984-01-27
842,이지영,0.6,99,299,266,37,74,10,3,3,99,32,3,3,14,2.0,0.0,33.0,5.0,13.0,4.0,0.278,0.315,0.37200000000000005,0.687,0.299,60.3,0.6,2014,C,1986-02-27
843,채은성,0.6,62,197,159,18,44,11,1,1,60,15,5,3,21,10.0,0.0,36.0,3.0,2.0,5.0,0.27699999999999997,0.385,0.377,0.762,0.354,100.5,0.6,2014,RF,1990-02-06
844,박진만,0.6,46,161,131,14,31,5,1,1,41,14,1,2,24,1.0,0.0,27.0,1.0,3.0,2.0,0.237,0.354,0.313,0.667,0.317,83.7,0.6,2010,SS,1976-11-30
845,허도환,0.6,116,323,260,29,56,12,1,1,73,19,0,2,29,14.0,0.0,86.0,7.0,20.0,0.0,0.215,0.327,0.281,0.608,0.284,61.2,0.6,2013,C,1984-07-31
846,양성우,0.6,118,417,358,42,99,26,1,2,133,40,4,4,38,12.0,0.0,51.0,8.0,7.0,2.0,0.27699999999999997,0.363,0.37200000000000005,0.735,0.335,91.4,0.6,2017,RF,1989-05-02
847,박재상,0.6,108,292,250,34,62,12,2,7,99,37,4,5,32,3.0,0.0,53.0,4.0,6.0,1.0,0.248,0.33899999999999997,0.396,0.735,0.32899999999999996,89.2,0.6,2015,LF,1982-07-20
848,신본기,0.6,121,413,375,43,96,9,0,1,108,26,3,3,24,8.0,1.0,62.0,9.0,5.0,1.0,0.256,0.314,0.28800000000000003,0.602,0.28600000000000003,68.5,0.6,2019,SS,1989-03-21
849,정현석,0.6,43,133,116,20,36,6,0,1,45,12,0,0,13,2.0,1.0,24.0,3.0,2.0,0.0,0.31,0.389,0.38799999999999996,0.777,0.35600000000000004,100.7,0.6,2015,RF,1984-03-01
850,정범모,0.59,88,205,178,14,44,12,0,1,59,17,2,1,15,2.0,0.0,43.0,2.0,9.0,0.0,0.247,0.313,0.331,0.644,0.294,67.3,0.59,2013,C,1987-03-26
851,오선진,0.59,122,453,392,37,88,16,0,3,113,36,7,2,38,10.0,0.0,72.0,8.0,10.0,3.0,0.22399999999999998,0.307,0.28800000000000003,0.595,0.281,66.7,0.59,2019,SS,1989-07-07
852,박한이,0.59,114,392,342,47,97,16,0,10,143,43,5,3,43,0.0,2.0,91.0,9.0,6.0,1.0,0.284,0.363,0.418,0.7809999999999999,0.342,95.6,0.59,2018,DH,1979-01-28
853,김태완,0.59,46,100,90,14,28,5,0,4,45,7,0,0,9,1.0,0.0,24.0,2.0,0.0,0.0,0.311,0.38,0.5,0.88,0.38799999999999996,128.4,0.59,2017,DH,1984-01-27
854,박정권,0.59,118,345,305,37,78,14,1,16,142,51,1,1,30,5.0,0.0,78.0,4.0,0.0,5.0,0.256,0.32799999999999996,0.466,0.7929999999999999,0.344,96.3,0.59,2017,1B,1981-07-21
855,임병욱,0.59,104,265,233,43,58,11,1,8,95,24,17,6,25,1.0,0.0,82.0,2.0,6.0,0.0,0.249,0.324,0.408,0.732,0.325,75.5,0.59,2016,CF,1995-09-30
856,나지완,0.59,116,368,304,34,77,16,0,7,114,31,3,1,46,16.0,3.0,79.0,10.0,0.0,2.0,0.253,0.37799999999999995,0.375,0.753,0.35100000000000003,99.2,0.59,2015,LF,1985-05-19
857,서동욱,0.58,125,366,319,49,90,21,1,7,134,48,1,1,33,3.0,0.0,86.0,5.0,8.0,3.0,0.282,0.35200000000000004,0.42,0.772,0.33899999999999997,93.9,0.58,2017,1B,1984-03-21
858,오태곤,0.58,135,410,374,53,106,29,1,9,164,42,15,9,16,6.0,0.0,93.0,7.0,8.0,6.0,0.28300000000000003,0.318,0.439,0.757,0.326,82.9,0.58,2017,1B,1991-11-18
859,김성욱,0.58,124,347,308,60,76,18,4,6,120,31,10,4,24,9.0,1.0,59.0,4.0,1.0,5.0,0.247,0.315,0.39,0.705,0.313,79.0,0.58,2017,CF,1993-05-01
860,강봉규,0.58,52,168,146,14,39,7,1,1,51,18,3,1,17,2.0,0.0,24.0,3.0,0.0,2.0,0.267,0.34700000000000003,0.349,0.6970000000000001,0.331,97.2,0.58,2011,LF,1978-01-12
861,이성열,0.58,101,268,232,35,58,10,2,9,99,36,1,1,20,9.0,1.0,87.0,5.0,5.0,2.0,0.25,0.331,0.42700000000000005,0.758,0.332,84.2,0.58,2015,LF,1984-07-13
862,김태완,0.58,72,162,142,21,36,11,0,4,59,19,0,2,13,2.0,0.0,34.0,1.0,3.0,2.0,0.254,0.321,0.415,0.736,0.32799999999999996,90.6,0.58,2010,2B,1981-09-19
863,임병욱,0.57,117,419,379,39,92,17,5,0,119,41,10,2,23,11.0,0.0,110.0,6.0,6.0,0.0,0.243,0.305,0.314,0.619,0.29,69.1,0.57,2019,CF,1995-09-30
864,유재신,0.57,46,40,33,19,14,3,1,1,22,8,4,0,7,0.0,0.0,10.0,0.0,0.0,0.0,0.424,0.525,0.667,1.192,0.512,208.2,0.57,2018,LF,1987-11-21
865,김상호,0.57,114,415,366,39,106,20,0,7,147,56,3,1,38,4.0,2.0,84.0,10.0,2.0,5.0,0.29,0.358,0.402,0.76,0.34700000000000003,92.6,0.57,2016,1B,1989-05-10
866,노수광,0.57,117,445,388,69,97,16,1,2,121,28,27,10,46,2.0,0.0,68.0,1.0,9.0,0.0,0.25,0.33299999999999996,0.312,0.644,0.304,80.9,0.57,2019,LF,1990-08-06
867,권용관,0.56,68,122,104,19,24,6,0,4,42,13,1,0,12,1.0,0.0,29.0,1.0,5.0,0.0,0.231,0.316,0.40399999999999997,0.72,0.322,85.9,0.56,2013,SS,1976-11-19
868,채태인,0.56,53,218,182,25,40,7,1,5,64,28,1,0,33,1.0,0.0,59.0,1.0,0.0,2.0,0.22,0.33899999999999997,0.35200000000000004,0.691,0.331,96.7,0.56,2011,1B,1982-10-11
869,김헌곤,0.56,76,143,123,17,32,5,3,3,52,20,2,2,13,6.0,0.0,20.0,1.0,1.0,0.0,0.26,0.359,0.423,0.782,0.354,96.7,0.56,2014,CF,1988-11-09
870,정훈,0.56,68,136,109,16,27,8,2,1,42,6,3,1,18,5.0,0.0,28.0,4.0,3.0,1.0,0.248,0.376,0.385,0.7609999999999999,0.344,96.8,0.56,2017,2B,1987-07-18
871,김동엽,0.56,57,150,143,19,48,8,0,6,74,23,2,1,5,1.0,0.0,41.0,3.0,0.0,1.0,0.336,0.36,0.517,0.878,0.38799999999999996,118.6,0.56,2016,DH,1990-07-24
872,김민성,0.56,124,373,314,37,74,10,1,4,98,23,12,3,26,9.0,0.0,51.0,4.0,22.0,2.0,0.23600000000000002,0.311,0.312,0.623,0.28300000000000003,64.0,0.56,2011,2B,1988-12-17
873,최원준,0.56,72,174,156,27,48,15,0,3,72,27,3,2,10,2.0,0.0,20.0,2.0,3.0,3.0,0.308,0.35100000000000003,0.462,0.812,0.35200000000000004,102.8,0.56,2017,3B,1997-03-23
874,조동찬,0.56,85,235,208,27,45,7,0,4,64,25,18,1,19,2.0,0.0,47.0,4.0,3.0,3.0,0.21600000000000003,0.285,0.308,0.5920000000000001,0.27899999999999997,61.8,0.56,2011,3B,1983-07-27
875,박기남,0.55,85,184,152,23,34,9,0,3,52,16,4,2,20,4.0,0.0,31.0,7.0,8.0,0.0,0.22399999999999998,0.33,0.342,0.672,0.309,82.2,0.55,2011,3B,1981-08-14
876,국해성,0.55,58,174,151,28,42,11,0,4,65,24,1,1,21,1.0,0.0,36.0,1.0,0.0,1.0,0.278,0.368,0.43,0.7979999999999999,0.365,107.0,0.55,2016,RF,1989-10-08
877,유민상,0.55,95,254,213,30,60,12,1,4,86,37,1,1,25,9.0,0.0,39.0,8.0,3.0,4.0,0.282,0.375,0.40399999999999997,0.778,0.35700000000000004,97.6,0.55,2016,1B,1989-04-13
878,이상호,0.55,103,139,125,26,31,7,1,0,40,13,25,4,10,0.0,0.0,21.0,4.0,4.0,0.0,0.248,0.304,0.32,0.624,0.29,64.4,0.55,2013,2B,1989-02-05
879,이원석,0.54,110,311,264,36,57,11,0,8,92,35,1,0,29,3.0,0.0,58.0,7.0,12.0,3.0,0.21600000000000003,0.298,0.348,0.6459999999999999,0.293,70.8,0.54,2011,3B,1986-10-21
880,정범모,0.54,85,212,186,18,47,10,0,6,75,23,1,0,17,1.0,0.0,39.0,8.0,5.0,3.0,0.253,0.314,0.40299999999999997,0.7170000000000001,0.314,66.9,0.54,2014,C,1987-03-26
881,나지완,0.54,109,384,316,42,68,11,0,15,124,53,3,2,45,18.0,1.0,82.0,9.0,2.0,3.0,0.215,0.34299999999999997,0.392,0.735,0.33899999999999997,97.9,0.54,2010,DH,1985-05-19
882,유재웅,0.54,53,105,97,17,25,6,0,7,52,25,0,0,6,1.0,1.0,27.0,0.0,1.0,0.0,0.258,0.308,0.536,0.8440000000000001,0.361,112.6,0.54,2010,RF,1979-05-20
883,이호준,0.54,85,219,194,19,54,9,0,8,87,46,1,0,20,1.0,3.0,39.0,6.0,0.0,4.0,0.278,0.34299999999999997,0.44799999999999995,0.7909999999999999,0.35100000000000003,106.0,0.54,2010,DH,1976-02-08
884,김헌곤,0.54,123,404,356,51,94,13,2,9,138,47,11,2,29,8.0,0.0,45.0,11.0,8.0,3.0,0.264,0.331,0.38799999999999996,0.718,0.318,80.4,0.54,2017,LF,1988-11-09
885,김일경,0.54,104,220,195,30,49,13,1,4,76,21,21,6,8,4.0,0.0,42.0,2.0,12.0,1.0,0.251,0.293,0.39,0.6829999999999999,0.294,67.6,0.54,2010,2B,1978-07-01
886,이흥련,0.54,85,174,150,20,39,11,0,6,68,25,0,0,8,5.0,0.0,41.0,4.0,9.0,2.0,0.26,0.315,0.45299999999999996,0.769,0.322,75.0,0.54,2016,C,1989-05-16
887,윤요섭,0.54,67,91,77,8,17,3,0,5,35,18,0,0,13,0.0,1.0,22.0,4.0,0.0,1.0,0.221,0.33,0.455,0.784,0.353,112.4,0.54,2011,DH,1982-03-30
888,이병규,0.53,33,112,88,13,22,3,0,4,37,14,1,1,20,1.0,0.0,32.0,2.0,1.0,2.0,0.25,0.387,0.42,0.8079999999999999,0.375,127.4,0.53,2011,DH,1983-10-09
889,조용호,0.53,87,211,188,15,55,6,3,0,67,19,3,4,21,0.0,0.0,28.0,0.0,2.0,0.0,0.293,0.364,0.35600000000000004,0.72,0.33899999999999997,103.2,0.53,2019,RF,1989-09-09
890,박승욱,0.53,51,79,65,11,20,3,0,0,23,9,4,1,10,2.0,0.0,16.0,1.0,2.0,0.0,0.308,0.41600000000000004,0.354,0.769,0.35600000000000004,105.0,0.53,2018,SS,1992-12-04
891,허정협,0.53,83,266,228,35,54,9,0,9,90,39,1,2,24,12.0,1.0,73.0,2.0,1.0,1.0,0.237,0.34,0.395,0.7340000000000001,0.331,89.8,0.53,2017,RF,1990-02-17
892,김태진,0.53,123,399,374,44,103,14,5,5,142,46,12,4,16,1.0,0.0,67.0,3.0,5.0,3.0,0.275,0.305,0.38,0.684,0.311,83.6,0.53,2019,LF,1995-10-07
893,장영석,0.53,119,413,372,41,92,15,0,7,128,62,0,0,27,9.0,0.0,77.0,14.0,0.0,5.0,0.247,0.31,0.344,0.654,0.307,83.4,0.53,2019,3B,1990-05-14
894,지석훈,0.53,105,357,309,25,68,21,2,3,102,35,2,1,31,7.0,0.0,82.0,7.0,6.0,4.0,0.22,0.302,0.33,0.632,0.29600000000000004,68.6,0.53,2013,2B,1984-03-17
895,오재원,0.52,127,390,334,43,79,16,1,7,118,40,7,7,47,2.0,1.0,85.0,5.0,4.0,3.0,0.237,0.332,0.353,0.685,0.311,79.1,0.52,2017,2B,1985-02-09
896,박용근,0.52,53,110,99,17,26,2,2,2,38,19,8,2,7,2.0,0.0,20.0,2.0,2.0,0.0,0.263,0.324,0.384,0.708,0.321,86.1,0.52,2010,3B,1984-01-21
897,이종환,0.52,42,135,123,6,35,9,0,1,47,12,1,0,12,0.0,0.0,30.0,1.0,0.0,0.0,0.285,0.348,0.382,0.73,0.34600000000000003,102.9,0.52,2013,RF,1986-05-08
898,장성우,0.52,43,99,84,10,23,4,0,1,30,9,0,0,12,1.0,0.0,19.0,1.0,0.0,2.0,0.27399999999999997,0.364,0.35700000000000004,0.721,0.33899999999999997,88.3,0.52,2014,C,1990-01-17
899,김경언,0.52,81,204,173,22,42,4,0,2,52,15,5,5,25,1.0,0.0,39.0,3.0,4.0,1.0,0.243,0.34,0.301,0.6409999999999999,0.308,81.7,0.52,2011,CF,1982-12-07
901,강동우,0.51,98,363,309,45,78,8,1,4,100,22,14,6,43,1.0,0.0,33.0,10.0,6.0,3.0,0.252,0.34299999999999997,0.324,0.6659999999999999,0.313,80.8,0.51,2010,RF,1974-04-20
902,최준석,0.51,89,278,248,15,62,3,1,6,85,30,1,0,25,2.0,0.0,47.0,9.0,2.0,1.0,0.25,0.32299999999999995,0.34299999999999997,0.665,0.316,94.6,0.51,2012,1B,1983-02-15
903,류지혁,0.51,118,316,276,36,69,6,2,0,79,34,18,5,24,7.0,0.0,40.0,6.0,6.0,3.0,0.25,0.32299999999999995,0.28600000000000003,0.609,0.289,69.9,0.51,2019,SS,1994-01-13
904,김성현,0.5,144,472,426,45,105,16,2,1,128,34,6,2,33,2.0,0.0,43.0,15.0,8.0,3.0,0.24600000000000002,0.302,0.3,0.602,0.282,66.1,0.5,2019,SS,1987-03-09
905,박기남,0.5,90,202,171,21,49,9,0,3,67,21,2,5,22,2.0,0.0,25.0,5.0,5.0,2.0,0.287,0.371,0.392,0.762,0.345,92.0,0.5,2014,3B,1981-08-14
906,박재상,0.49,94,288,255,37,76,14,1,6,110,35,3,6,27,0.0,0.0,37.0,9.0,4.0,2.0,0.298,0.363,0.431,0.794,0.35700000000000004,98.9,0.49,2016,LF,1982-07-20
907,안중열,0.49,60,176,154,19,38,11,0,4,61,18,0,0,12,3.0,0.0,56.0,4.0,7.0,0.0,0.247,0.314,0.396,0.71,0.302,68.4,0.49,2018,C,1995-09-01
908,김문호,0.49,40,166,137,19,36,10,0,0,46,10,8,5,21,3.0,0.0,31.0,1.0,5.0,0.0,0.263,0.373,0.336,0.708,0.337,96.3,0.49,2013,LF,1987-06-22
909,오정복,0.49,66,278,239,34,62,11,1,5,90,29,3,3,33,3.0,0.0,26.0,3.0,2.0,1.0,0.259,0.355,0.377,0.732,0.337,90.4,0.49,2015,LF,1986-10-13
910,정원석,0.49,82,291,248,23,62,11,0,4,85,26,3,3,32,6.0,1.0,58.0,7.0,5.0,0.0,0.25,0.35,0.34299999999999997,0.6920000000000001,0.32799999999999996,94.9,0.49,2011,1B,1977-03-27
911,서동욱,0.49,103,324,273,32,59,9,3,0,74,17,3,2,32,7.0,1.0,78.0,7.0,10.0,2.0,0.21600000000000003,0.312,0.271,0.583,0.278,67.4,0.49,2012,2B,1984-03-21
912,유선정,0.49,53,160,135,16,34,6,0,0,40,14,2,1,17,1.0,0.0,30.0,4.0,4.0,3.0,0.252,0.33299999999999996,0.29600000000000004,0.63,0.29600000000000004,69.4,0.49,2010,C,1986-08-21
913,신종길,0.48,116,315,281,40,62,12,1,5,91,35,23,6,27,5.0,0.0,59.0,5.0,1.0,1.0,0.221,0.299,0.324,0.623,0.297,74.0,0.48,2011,RF,1983-12-31
914,박진만,0.48,78,162,133,12,33,5,0,2,44,14,0,2,23,4.0,1.0,21.0,3.0,2.0,0.0,0.248,0.375,0.331,0.706,0.33299999999999996,92.5,0.48,2015,3B,1976-11-30
915,문규현,0.48,122,349,316,42,87,19,1,6,126,41,3,1,18,0.0,0.0,45.0,9.0,9.0,6.0,0.275,0.309,0.39899999999999997,0.708,0.302,68.4,0.48,2018,SS,1983-07-05
916,이진영,0.48,110,312,283,40,90,17,1,3,118,39,2,1,25,0.0,1.0,35.0,3.0,1.0,3.0,0.318,0.37,0.41700000000000004,0.787,0.35100000000000003,98.4,0.48,2018,DH,1980-06-15
917,김재환,0.48,48,180,153,24,36,8,0,7,65,22,4,1,22,2.0,1.0,39.0,6.0,1.0,2.0,0.235,0.335,0.425,0.76,0.336,100.9,0.48,2015,1B,1988-09-22
918,오선진,0.48,92,296,256,31,59,8,2,2,77,26,5,2,23,10.0,0.0,49.0,12.0,4.0,3.0,0.23,0.315,0.301,0.616,0.29600000000000004,68.8,0.48,2013,3B,1989-07-07
919,김성현,0.48,130,429,380,45,103,14,0,4,129,29,2,1,34,4.0,1.0,28.0,8.0,7.0,3.0,0.271,0.335,0.33899999999999997,0.674,0.306,72.6,0.48,2017,2B,1987-03-09
