,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일,연봉,나이
752,오선진,1.69,110,446,399,33,105,18,3,3,138,41,14,9,25,7.0,0.0,65.0,7.0,13.0,2.0,0.263,0.316,0.34600000000000003,0.662,0.306,87.7,1.69,2012,3B,1989-07-07,8800,24
754,오윤,-0.35,37,69,61,6,11,3,0,1,17,4,0,1,8,0.0,0.0,16.0,2.0,0.0,0.0,0.18,0.275,0.279,0.5539999999999999,0.266,48.9,-0.35,2010,DH,1981-09-08,2900,30
755,오윤,0.64,67,143,117,14,34,5,0,0,39,17,0,0,20,3.0,0.0,29.0,3.0,1.0,2.0,0.29100000000000004,0.401,0.333,0.735,0.359,111.6,0.64,2013,LF,1981-09-08,7300,33
756,오윤,0.39,57,149,130,12,32,7,1,2,47,18,1,1,15,2.0,0.0,34.0,5.0,2.0,0.0,0.246,0.333,0.362,0.695,0.326,93.9,0.39,2011,RF,1981-09-08,4000,31
757,오윤,0.7,94,208,173,16,40,3,1,3,54,20,5,2,29,3.0,0.0,41.0,7.0,3.0,0.0,0.231,0.35100000000000003,0.312,0.6629999999999999,0.322,98.2,0.7,2012,LF,1981-09-08,5800,32
758,오재원,2.89,113,375,308,54,80,14,7,7,129,44,33,11,49,6.0,2.0,62.0,6.0,7.0,5.0,0.26,0.3670000000000001,0.419,0.7859999999999999,0.358,111.1,2.89,2013,2B,1985-02-09,17000,29
759,오재원,3.29,132,521,473,78,148,24,1,15,219,81,15,6,41,2.0,0.0,119.0,13.0,3.0,2.0,0.313,0.369,0.463,0.8320000000000001,0.364,114.0,3.29,2018,2B,1985-02-09,55000,34
760,오재원,1.43,122,484,416,68,113,18,1,5,148,58,13,10,54,5.0,1.0,82.0,10.0,3.0,6.0,0.272,0.358,0.35600000000000004,0.713,0.334,84.5,1.43,2016,2B,1985-02-09,55000,32
761,오재원,3.56,110,420,359,60,114,21,6,5,162,40,33,7,50,2.0,2.0,61.0,7.0,9.0,0.0,0.318,0.404,0.451,0.855,0.382,119.6,3.56,2014,2B,1985-02-09,40000,30
762,오재원,1.7,123,421,384,59,106,17,3,0,129,37,35,10,29,4.0,1.0,76.0,5.0,2.0,2.0,0.276,0.332,0.336,0.6679999999999999,0.313,80.8,1.7,2010,2B,1985-02-09,8500,26
763,오재원,2.08,120,474,411,60,115,20,2,11,172,59,31,8,47,4.0,1.0,94.0,9.0,7.0,4.0,0.28,0.35600000000000004,0.418,0.775,0.345,102.6,2.08,2015,2B,1985-02-09,55000,31
764,오재원,0.52,127,390,334,43,79,16,1,7,118,40,7,7,47,2.0,1.0,85.0,5.0,4.0,3.0,0.237,0.332,0.353,0.685,0.311,79.1,0.52,2017,2B,1985-02-09,55000,33
765,오재원,3.55,129,529,466,73,129,18,4,6,173,46,46,7,39,9.0,0.0,62.0,6.0,12.0,3.0,0.277,0.342,0.371,0.7140000000000001,0.331,96.7,3.55,2011,2B,1985-02-09,14500,27
766,오재원,1.34,77,213,188,29,53,7,3,0,66,17,14,2,17,0.0,1.0,43.0,4.0,6.0,2.0,0.282,0.338,0.35100000000000003,0.6890000000000001,0.317,94.8,1.34,2012,2B,1985-02-09,12500,28
767,오재원,-0.3,98,204,177,30,29,8,1,3,48,18,6,2,25,0.0,0.0,50.0,3.0,2.0,0.0,0.16399999999999998,0.267,0.271,0.539,0.257,51.4,-0.3,2019,2B,1985-02-09,30000,35
768,오재일,2.85,123,477,401,69,112,19,2,27,216,80,1,1,60,6.0,2.0,121.0,3.0,0.0,10.0,0.279,0.373,0.539,0.912,0.384,130.4,2.85,2018,1B,1986-10-29,30000,33
769,오재일,4.14,130,529,467,76,137,29,1,21,231,102,2,1,55,3.0,1.0,99.0,5.0,0.0,4.0,0.293,0.369,0.495,0.863,0.39,145.1,4.14,2019,1B,1986-10-29,47000,34
770,오재일,1.84,66,213,180,33,52,11,1,14,107,36,0,0,28,2.0,2.0,49.0,5.0,1.0,2.0,0.289,0.387,0.594,0.981,0.414,158.4,1.84,2015,1B,1986-10-29,9500,30
771,오재일,4.03,105,455,380,69,120,20,2,27,225,92,1,0,64,2.0,2.0,73.0,5.0,2.0,7.0,0.316,0.411,0.5920000000000001,1.003,0.43,154.4,4.03,2016,1B,1986-10-29,19800,31
772,오재일,1.01,55,144,117,16,35,12,0,3,56,28,0,1,20,3.0,2.0,28.0,0.0,1.0,3.0,0.299,0.406,0.479,0.884,0.4,140.0,1.01,2013,1B,1986-10-29,7300,28
773,오재일,-0.47,87,228,212,16,43,8,0,8,75,25,0,0,10,0.0,0.0,58.0,3.0,2.0,4.0,0.203,0.235,0.354,0.588,0.268,60.9,-0.47,2012,1B,1986-10-29,5000,27
774,오재일,3.88,128,466,412,62,126,27,0,26,231,89,1,1,45,5.0,0.0,80.0,5.0,1.0,3.0,0.306,0.379,0.561,0.939,0.403,146.4,3.88,2017,1B,1986-10-29,30000,32
775,오재일,0.18,75,155,132,10,32,7,0,3,48,18,1,1,20,1.0,0.0,39.0,1.0,0.0,2.0,0.242,0.342,0.364,0.706,0.328,85.7,0.18,2014,1B,1986-10-29,9500,29
776,오재일,-0.01,46,118,100,13,23,5,0,1,31,11,2,0,15,1.0,1.0,24.0,2.0,1.0,1.0,,,,,,,-0.01,2011,DH,1986-10-29,2500,26
777,오재필,0.24,46,83,70,10,15,1,0,1,19,5,6,1,9,1.0,0.0,26.0,0.0,3.0,0.0,0.214,0.313,0.271,0.584,0.279,69.0,0.24,2012,CF,1982-07-27,3400,31
778,오재필,0.21,54,98,86,14,19,3,1,2,30,14,8,1,6,3.0,0.0,36.0,1.0,3.0,0.0,0.221,0.295,0.349,0.644,0.295,72.8,0.21,2011,RF,1982-07-27,3000,30
779,오정복,0.49,66,278,239,34,62,11,1,5,90,29,3,3,33,3.0,0.0,26.0,3.0,2.0,1.0,0.259,0.355,0.377,0.732,0.337,90.4,0.49,2015,LF,1986-10-13,8000,30
780,오정복,0.78,100,263,221,39,60,10,1,7,93,36,1,4,25,4.0,0.0,40.0,4.0,9.0,4.0,0.271,0.35,0.421,0.7709999999999999,0.34,99.1,0.78,2010,LF,1986-10-13,5300,25
781,오정복,-0.14,47,79,69,9,16,4,0,0,20,7,2,0,7,1.0,0.0,9.0,2.0,0.0,2.0,,,,,,,-0.14,2014,LF,1986-10-13,8000,29
782,오정복,1.04,81,213,195,24,69,13,0,2,88,16,0,1,9,5.0,0.0,24.0,5.0,3.0,1.0,0.354,0.395,0.451,0.847,0.378,117.8,1.04,2017,LF,1986-10-13,7000,32
783,오정복,0.67,96,344,306,45,93,11,2,5,123,36,1,0,28,0.0,1.0,32.0,5.0,6.0,4.0,0.304,0.358,0.402,0.76,0.343,88.3,0.67,2016,LF,1986-10-13,7000,31
785,오준혁,-0.36,32,86,80,11,17,2,0,2,25,10,1,1,2,1.0,0.0,22.0,4.0,1.0,2.0,0.213,0.235,0.313,0.5479999999999999,0.242,26.9,-0.36,2015,LF,1992-03-11,3300,24
786,오준혁,0.15,47,144,132,18,35,8,4,2,57,15,1,2,9,1.0,0.0,38.0,2.0,2.0,0.0,0.265,0.317,0.4320000000000001,0.7490000000000001,0.33,80.3,0.15,2016,RF,1992-03-11,4200,25
787,오지환,3.37,134,547,473,63,119,23,5,9,179,53,27,5,57,7.0,1.0,113.0,7.0,7.0,3.0,0.252,0.339,0.378,0.7170000000000001,0.33,100.8,3.37,2019,SS,1990-03-12,60000,30
788,오지환,3.91,124,514,441,81,113,20,8,9,176,47,30,7,54,9.0,0.0,113.0,7.0,7.0,3.0,0.256,0.34700000000000003,0.399,0.746,0.34600000000000003,102.6,3.91,2013,SS,1990-03-12,15000,24
789,오지환,2.83,144,617,533,93,148,26,2,11,211,71,10,5,59,7.0,3.0,146.0,6.0,12.0,6.0,0.278,0.354,0.396,0.75,0.329,89.4,2.83,2018,SS,1990-03-12,29000,29
790,오지환,2.72,125,417,352,59,85,13,6,13,149,61,13,2,44,7.0,0.0,137.0,1.0,7.0,7.0,0.241,0.332,0.423,0.755,0.336,96.0,2.72,2010,SS,1990-03-12,10200,21
791,오지환,4.16,121,472,393,73,110,14,5,20,194,78,17,9,65,7.0,0.0,97.0,7.0,2.0,5.0,0.28,0.387,0.494,0.8809999999999999,0.391,126.6,4.16,2016,SS,1990-03-12,35000,27
792,오지환,4.44,138,566,497,76,138,41,4,11,220,56,25,10,59,4.0,1.0,121.0,2.0,3.0,3.0,0.278,0.35700000000000004,0.443,0.8,0.35700000000000004,110.3,4.44,2015,SS,1990-03-12,25000,26
793,오지환,3.5,133,540,462,66,115,22,2,12,177,53,23,14,55,6.0,4.0,122.0,6.0,9.0,8.0,0.249,0.332,0.383,0.715,0.328,102.8,3.5,2012,SS,1990-03-12,10200,23
794,오지환,2.14,107,390,334,47,91,13,4,8,136,39,10,5,45,5.0,2.0,105.0,8.0,1.0,5.0,0.272,0.363,0.407,0.77,0.34600000000000003,101.2,2.14,2017,SS,1990-03-12,29000,28
795,오지환,2.62,113,464,397,72,104,20,8,8,164,56,28,12,51,7.0,2.0,102.0,8.0,6.0,3.0,0.262,0.354,0.413,0.767,0.343,94.6,2.62,2014,SS,1990-03-12,25000,25
796,오지환,0.36,63,180,156,17,33,7,0,2,46,15,5,2,19,1.0,0.0,57.0,2.0,3.0,1.0,0.212,0.299,0.295,0.594,0.28300000000000003,64.4,0.36,2011,SS,1990-03-12,4800,22
797,오태곤,0.58,135,410,374,53,106,29,1,9,164,42,15,9,16,6.0,0.0,93.0,7.0,8.0,6.0,0.28300000000000003,0.318,0.439,0.757,0.326,82.9,0.58,2017,1B,1991-11-18,8300,27
798,오태곤,-0.08,60,192,164,27,36,5,0,2,47,13,10,2,20,4.0,0.0,39.0,4.0,3.0,1.0,0.22,0.318,0.287,0.604,0.289,70.7,-0.08,2019,DH,1991-11-18,8300,29
799,오태곤,-0.1,128,374,342,55,87,17,2,12,144,39,13,8,24,4.0,0.0,92.0,7.0,3.0,1.0,0.254,0.31,0.421,0.731,0.317,76.5,-0.1,2018,LF,1991-11-18,8300,28
800,오태곤,1.5,122,353,327,57,90,18,1,8,134,43,15,4,17,4.0,0.0,100.0,9.0,4.0,1.0,0.275,0.318,0.41,0.728,0.324,84.1,1.5,2015,SS,1991-11-18,2200,25
801,오태곤,-0.09,42,135,123,17,32,6,0,3,47,7,6,2,12,0.0,0.0,37.0,5.0,0.0,0.0,0.26,0.326,0.382,0.708,0.326,78.9,-0.09,2016,DH,1991-11-18,2200,26
802,오태곤,0.14,57,50,45,10,11,3,0,1,17,5,2,1,5,0.0,0.0,18.0,0.0,0.0,0.0,0.244,0.32,0.378,0.698,0.319,75.2,0.14,2014,SS,1991-11-18,2200,24
803,용덕한,-0.53,56,101,88,6,13,1,0,1,17,4,1,0,7,0.0,0.0,24.0,2.0,5.0,1.0,0.14800000000000002,0.208,0.193,0.402,0.189,-2.9,-0.53,2013,C,1981-04-09,6500,33
804,용덕한,0.27,55,80,72,9,17,1,0,1,21,6,3,0,4,1.0,0.0,10.0,0.0,3.0,0.0,0.236,0.28600000000000003,0.292,0.5770000000000001,0.269,61.0,0.27,2012,C,1981-04-09,6000,32
805,용덕한,-0.21,43,52,44,7,6,2,0,0,8,0,0,0,3,3.0,0.0,12.0,1.0,2.0,0.0,0.136,0.24,0.182,0.422,0.209,10.4,-0.21,2010,C,1981-04-09,4000,30
806,용덕한,0.07,91,157,140,12,34,6,0,1,43,13,2,1,8,4.0,0.0,26.0,2.0,5.0,0.0,0.243,0.303,0.307,0.61,0.278,51.7,0.07,2015,C,1981-04-09,6500,35
807,용덕한,-0.16,88,116,104,16,22,3,0,2,31,7,0,0,8,1.0,0.0,21.0,5.0,2.0,1.0,0.212,0.272,0.298,0.57,0.262,38.4,-0.16,2016,C,1981-04-09,6500,36
808,용덕한,-0.34,60,52,47,3,7,2,0,0,9,2,0,0,0,2.0,0.0,8.0,1.0,3.0,0.0,0.149,0.184,0.191,0.375,0.172,-12.2,-0.34,2011,C,1981-04-09,4000,31
809,용덕한,0.28,59,92,82,13,25,5,0,1,33,11,0,1,3,1.0,0.0,22.0,4.0,3.0,3.0,0.305,0.326,0.402,0.728,0.316,73.4,0.28,2014,C,1981-04-09,6500,34
810,우동균,-0.04,33,82,68,14,15,1,0,2,22,10,0,0,12,0.0,0.0,10.0,0.0,1.0,1.0,,,,,,,-0.04,2016,RF,1989-12-03,5500,28
811,우동균,0.1,82,94,80,9,18,6,0,1,27,15,3,1,11,1.0,1.0,16.0,0.0,1.0,1.0,0.225,0.32299999999999995,0.338,0.66,0.308,76.9,0.1,2013,RF,1989-12-03,5500,25
812,우동균,-0.47,37,82,72,12,15,4,0,0,19,6,0,2,9,0.0,0.0,12.0,2.0,1.0,0.0,0.208,0.29600000000000004,0.264,0.56,0.268,44.7,-0.47,2015,RF,1989-12-03,5500,27
813,우동균,-0.14,30,43,39,2,9,1,0,0,10,7,0,0,4,0.0,0.0,8.0,1.0,0.0,0.0,,,,,,,-0.14,2014,DH,1989-12-03,5500,26
815,유강남,0.78,100,297,263,28,70,7,0,8,101,47,0,0,17,7.0,0.0,48.0,6.0,4.0,6.0,0.266,0.321,0.384,0.705,0.317,76.5,0.78,2016,C,1992-07-15,10000,25
816,유강남,1.33,126,313,279,26,76,11,1,8,113,37,2,1,19,7.0,0.0,55.0,10.0,7.0,1.0,0.272,0.333,0.405,0.738,0.328,91.4,1.33,2015,C,1992-07-15,8100,24
817,유강남,3.35,132,468,418,44,113,22,0,16,183,49,0,0,30,13.0,2.0,82.0,21.0,1.0,6.0,0.27,0.334,0.438,0.772,0.35,117.0,3.35,2019,C,1992-07-15,23000,28
818,유강남,3.68,132,465,425,53,126,33,0,19,216,66,0,0,28,9.0,1.0,80.0,21.0,2.0,1.0,0.29600000000000004,0.35200000000000004,0.508,0.86,0.368,118.7,3.68,2018,C,1992-07-15,18500,27
819,유강남,2.57,118,364,324,43,90,13,0,17,154,66,2,0,14,15.0,0.0,72.0,4.0,9.0,2.0,0.278,0.335,0.475,0.8109999999999999,0.34600000000000003,105.5,2.57,2017,C,1992-07-15,18500,26
820,유민상,0.55,95,254,213,30,60,12,1,4,86,37,1,1,25,9.0,0.0,39.0,8.0,3.0,4.0,0.282,0.375,0.404,0.778,0.35700000000000004,97.6,0.55,2016,1B,1989-04-13,4500,28
821,유민상,1.23,61,202,175,23,51,15,0,5,81,26,0,0,23,4.0,0.0,35.0,6.0,0.0,0.0,0.29100000000000004,0.386,0.463,0.8490000000000001,0.391,139.6,1.23,2019,1B,1989-04-13,6000,31
822,유민상,0.26,31,58,48,9,13,2,1,3,26,14,0,0,8,0.0,0.0,14.0,3.0,0.0,2.0,0.271,0.362,0.542,0.904,0.376,119.5,0.26,2018,DH,1989-04-13,4500,30
823,유선정,-0.13,37,50,39,1,3,0,1,0,5,1,0,0,10,0.0,0.0,11.0,0.0,1.0,0.0,,,,,,,-0.13,2011,C,1986-08-21,3600,26
824,유선정,0.49,53,160,135,16,34,6,0,0,40,14,2,1,17,1.0,0.0,30.0,4.0,4.0,3.0,0.252,0.333,0.29600000000000004,0.63,0.29600000000000004,69.4,0.49,2010,C,1986-08-21,3600,25
825,유장혁,-0.28,38,61,55,10,9,1,0,1,13,4,3,0,5,0.0,0.0,17.0,0.0,0.0,1.0,0.16399999999999998,0.23,0.236,0.466,0.223,27.0,-0.28,2019,LF,2000-05-30,3200,20
826,유재신,-0.08,71,59,51,17,13,2,1,0,17,6,4,3,6,0.0,0.0,12.0,1.0,1.0,1.0,0.255,0.328,0.333,0.6609999999999999,0.306,80.1,-0.08,2019,LF,1987-11-21,6500,33
827,유재신,0.36,62,32,27,21,7,2,0,0,9,3,10,1,3,0.0,0.0,10.0,2.0,2.0,0.0,0.259,0.333,0.333,0.667,0.294,62.9,0.36,2015,CF,1987-11-21,6000,29
828,유재신,0.57,46,40,33,19,14,3,1,1,22,8,4,0,7,0.0,0.0,10.0,0.0,0.0,0.0,0.424,0.525,0.667,1.192,0.512,208.2,0.57,2018,LF,1987-11-21,6500,32
829,유재신,0.14,58,96,85,14,20,2,2,0,26,7,5,2,6,0.0,0.0,20.0,0.0,4.0,1.0,0.235,0.28300000000000003,0.306,0.589,0.268,60.5,0.14,2012,3B,1987-11-21,3200,26
830,유재신,-0.22,75,23,20,22,4,0,0,0,4,2,7,8,2,1.0,0.0,9.0,1.0,0.0,0.0,0.2,0.304,0.2,0.504,0.264,47.1,-0.22,2013,3B,1987-11-21,4200,27
831,유재신,-0.01,93,74,62,20,16,0,0,0,16,6,16,7,10,0.0,0.0,12.0,0.0,2.0,0.0,,,,,,,-0.01,2016,CF,1987-11-21,6000,30
832,유재웅,0.54,53,105,97,17,25,6,0,7,52,25,0,0,6,1.0,1.0,27.0,0.0,1.0,0.0,0.258,0.308,0.536,0.8440000000000001,0.361,112.6,0.54,2010,RF,1979-05-20,4800,32
833,유한준,1.29,97,344,298,37,81,13,0,7,115,40,4,3,37,4.0,2.0,48.0,7.0,3.0,2.0,0.272,0.358,0.386,0.7440000000000001,0.348,103.8,1.29,2013,RF,1981-07-01,11500,33
834,유한준,1.92,131,543,481,52,140,27,0,9,194,79,2,2,49,1.0,0.0,81.0,17.0,8.0,4.0,0.29100000000000004,0.355,0.403,0.759,0.34600000000000003,102.6,1.92,2010,RF,1981-07-01,8800,30
835,유한준,3.48,121,480,428,59,145,21,1,20,228,83,1,1,47,2.0,3.0,53.0,9.0,2.0,1.0,0.339,0.406,0.5329999999999999,0.939,0.404,134.5,3.48,2018,RF,1981-07-01,60000,38
836,유한준,3.46,139,562,501,61,159,19,1,14,222,86,3,0,52,4.0,1.0,61.0,20.0,0.0,5.0,0.317,0.383,0.443,0.826,0.381,133.6,3.46,2019,DH,1981-07-01,50000,39
837,유한준,1.81,133,497,445,52,136,19,0,13,194,68,0,2,45,2.0,2.0,59.0,10.0,2.0,3.0,0.306,0.37,0.436,0.8059999999999999,0.359,105.6,1.81,2017,RF,1981-07-01,60000,37
838,유한준,5.87,139,598,520,103,188,42,1,23,301,116,3,3,67,2.0,2.0,71.0,13.0,1.0,8.0,0.362,0.431,0.579,1.009,0.44,157.6,5.87,2015,RF,1981-07-01,60000,35
839,유한준,0.22,74,274,246,22,59,11,1,3,81,25,3,1,19,2.0,1.0,36.0,11.0,6.0,1.0,0.24,0.299,0.329,0.628,0.29100000000000004,77.1,0.22,2012,RF,1981-07-01,11500,32
840,유한준,2.22,121,511,447,64,129,23,2,3,165,54,4,3,52,4.0,3.0,63.0,11.0,4.0,4.0,0.289,0.365,0.369,0.7340000000000001,0.345,106.8,2.22,2011,RF,1981-07-01,12500,31
841,유한준,3.29,110,460,408,70,137,22,0,14,201,64,4,1,47,2.0,1.0,40.0,10.0,0.0,3.0,0.336,0.404,0.493,0.897,0.405,128.6,3.29,2016,RF,1981-07-01,60000,36
842,유한준,3.02,122,469,405,71,128,31,0,20,219,91,2,1,46,3.0,0.0,53.0,9.0,8.0,7.0,0.316,0.384,0.541,0.925,0.396,119.9,3.02,2014,RF,1981-07-01,11500,34
843,윤병호,-0.28,49,58,55,11,11,3,0,0,14,2,2,0,2,0.0,0.0,10.0,2.0,1.0,0.0,0.2,0.228,0.255,0.483,0.218,14.1,-0.28,2017,CF,1989-07-05,3000,29
844,윤석민,1.3,108,418,361,54,106,24,1,14,174,71,3,2,37,8.0,1.0,62.0,16.0,5.0,7.0,0.294,0.366,0.482,0.848,0.37,111.1,1.3,2015,3B,1985-09-04,16000,31
845,윤석민,2.29,109,320,289,25,84,9,2,10,127,48,2,1,18,2.0,0.0,54.0,12.0,3.0,8.0,0.29100000000000004,0.328,0.439,0.768,0.35,118.0,2.29,2012,3B,1985-09-04,7700,28
846,윤석민,2.96,92,402,341,72,114,15,0,19,186,80,2,3,46,9.0,3.0,50.0,16.0,0.0,6.0,0.334,0.42,0.545,0.966,0.425,141.6,2.96,2016,DH,1985-09-04,16000,32
847,윤석민,2.08,142,586,538,90,168,30,1,20,260,105,0,1,33,8.0,0.0,85.0,24.0,0.0,7.0,0.312,0.35700000000000004,0.483,0.84,0.368,113.1,2.08,2017,DH,1985-09-04,31000,33
848,윤석민,-0.01,99,307,281,30,75,12,0,10,117,43,0,0,18,2.0,0.0,47.0,11.0,4.0,2.0,,,,,,,-0.01,2014,3B,1985-09-04,16000,30
849,윤석민,0.74,132,509,460,58,127,22,0,19,206,60,4,1,40,4.0,2.0,69.0,17.0,2.0,3.0,0.276,0.337,0.448,0.785,0.34,92.2,0.74,2018,1B,1985-09-04,31000,34
850,윤석민,1.19,80,188,167,18,48,8,0,4,68,19,0,2,17,2.0,0.0,30.0,6.0,2.0,0.0,0.287,0.36,0.407,0.767,0.358,115.6,1.19,2011,3B,1985-09-04,4100,27
851,윤여운,-0.13,44,79,73,8,14,6,0,1,23,8,0,0,5,0.0,0.0,21.0,1.0,1.0,0.0,,,,,,,-0.13,2018,C,1990-02-22,2700,29
852,윤요섭,0.54,67,91,77,8,17,3,0,5,35,18,0,0,13,0.0,1.0,22.0,4.0,0.0,1.0,0.221,0.33,0.455,0.784,0.353,112.4,0.54,2011,DH,1982-03-30,4200,30
853,윤요섭,0.21,89,228,186,20,38,8,1,1,51,30,2,3,23,6.0,0.0,32.0,6.0,9.0,4.0,0.204,0.306,0.274,0.58,0.275,53.4,0.21,2013,C,1982-03-30,10000,32
854,윤요섭,0.1,46,57,51,4,15,0,0,0,15,9,1,0,2,2.0,0.0,16.0,0.0,1.0,1.0,0.294,0.339,0.294,0.633,0.301,72.4,0.1,2010,DH,1982-03-30,2200,29
855,윤요섭,0.46,66,149,126,14,30,6,0,6,54,16,1,1,20,3.0,1.0,24.0,7.0,0.0,0.0,0.238,0.35600000000000004,0.429,0.784,0.355,96.0,0.46,2016,C,1982-03-30,6500,35
856,윤요섭,0.03,74,159,148,17,39,4,0,9,70,28,0,1,6,1.0,0.0,39.0,5.0,2.0,2.0,0.264,0.293,0.473,0.7659999999999999,0.326,,0.03,2015,DH,1982-03-30,6500,34
857,윤요섭,1.74,75,196,171,17,51,7,0,2,64,19,3,2,16,6.0,1.0,35.0,9.0,1.0,2.0,0.298,0.374,0.374,0.7490000000000001,0.355,121.7,1.74,2012,C,1982-03-30,6500,31
858,윤정우,0.46,46,82,67,20,20,5,0,2,31,13,6,1,5,7.0,0.0,15.0,2.0,2.0,1.0,0.299,0.4,0.463,0.863,0.385,115.4,0.46,2016,RF,1988-05-12,3000,29
859,윤진호,-0.14,30,13,12,3,1,0,0,0,1,1,1,0,0,0.0,0.0,3.0,0.0,1.0,0.0,,,,,,,-0.14,2015,3B,1986-06-23,3300,30
860,윤진호,-0.31,102,61,53,13,11,3,0,0,14,4,0,1,2,2.0,0.0,14.0,2.0,4.0,0.0,0.208,0.263,0.264,0.527,0.23,22.0,-0.31,2018,2B,1986-06-23,4200,33
861,윤진호,-0.54,75,99,88,11,14,4,0,0,18,2,2,1,6,0.0,0.0,26.0,3.0,5.0,0.0,0.159,0.213,0.205,0.417,0.194,3.2,-0.54,2011,SS,1986-06-23,3300,26
862,윤진호,-0.22,34,23,21,3,4,0,0,0,4,0,1,0,0,0.0,0.0,6.0,1.0,2.0,0.0,0.19,0.191,0.19,0.381,0.16399999999999998,-28.3,-0.22,2016,SS,1986-06-23,4000,31
863,윤해진,-0.46,47,59,54,11,8,1,0,0,9,4,3,2,2,1.0,0.0,15.0,1.0,2.0,0.0,0.14800000000000002,0.193,0.16699999999999998,0.36,0.174,-15.0,-0.46,2013,SS,1989-02-25,2200,25
864,윤해진,0.35,68,101,90,17,24,2,0,0,26,6,5,3,6,2.0,0.0,22.0,2.0,3.0,0.0,0.267,0.327,0.289,0.615,0.292,77.5,0.35,2012,SS,1989-02-25,2200,24
865,윤해진,-0.24,34,34,30,5,5,0,0,1,8,2,0,0,2,0.0,0.0,6.0,0.0,1.0,1.0,0.16699999999999998,0.212,0.267,0.479,0.211,3.0,-0.24,2016,2B,1989-02-25,2200,28
866,이대수,0.18,58,124,105,18,29,5,1,0,36,4,3,0,10,2.0,0.0,20.0,1.0,7.0,0.0,0.276,0.35,0.343,0.693,0.306,74.2,0.18,2017,SS,1981-08-21,35000,37
867,이대수,0.46,125,416,375,33,87,13,1,7,123,37,2,4,26,6.0,0.0,57.0,4.0,6.0,3.0,0.232,0.29,0.328,0.618,0.284,62.0,0.46,2010,SS,1981-08-21,9000,30
868,이대수,0.11,36,86,72,9,19,3,0,2,28,12,0,1,6,1.0,0.0,23.0,6.0,6.0,1.0,0.264,0.325,0.389,0.7140000000000001,0.301,71.5,0.11,2015,3B,1981-08-21,35000,35
869,이대수,2.81,118,425,376,36,105,23,4,4,148,48,5,1,27,3.0,0.0,57.0,9.0,14.0,5.0,0.279,0.329,0.394,0.722,0.327,101.9,2.81,2012,SS,1981-08-21,14000,32
870,이대수,1.99,122,448,390,54,100,23,2,4,139,42,11,4,38,6.0,0.0,88.0,10.0,11.0,3.0,0.256,0.33,0.35600000000000004,0.6859999999999999,0.318,83.9,1.99,2013,SS,1981-08-21,14000,33
871,이대수,3.1,122,420,366,46,110,16,3,8,156,50,8,8,31,5.0,0.0,64.0,5.0,14.0,4.0,0.301,0.36,0.426,0.7859999999999999,0.354,112.6,3.1,2011,SS,1981-08-21,14000,31
872,이대형,0.12,102,204,177,36,42,5,1,1,52,10,13,9,19,1.0,0.0,45.0,1.0,5.0,2.0,0.237,0.312,0.294,0.605,0.287,62.0,0.12,2013,CF,1983-07-19,30000,31
873,이대형,0.95,104,398,354,56,88,11,5,1,112,24,34,17,30,2.0,0.0,78.0,0.0,11.0,1.0,0.249,0.31,0.316,0.627,0.292,70.3,0.95,2011,CF,1983-07-19,8500,29
874,이대형,-0.13,100,366,337,51,90,8,3,0,104,24,23,4,24,0.0,1.0,54.0,8.0,4.0,1.0,,,,,,,-0.13,2017,LF,1983-07-19,20000,35
875,이대형,1.91,130,568,494,73,129,14,2,1,150,43,66,21,58,2.0,0.0,76.0,3.0,13.0,1.0,0.261,0.341,0.304,0.644,0.305,75.0,1.91,2010,CF,1983-07-19,14000,28
876,이대형,-0.1,101,291,258,32,46,4,4,1,61,19,25,3,25,1.0,2.0,53.0,5.0,6.0,1.0,0.17800000000000002,0.253,0.236,0.489,0.232,35.2,-0.1,2012,CF,1983-07-19,8500,30
877,이대형,2.34,126,505,461,75,149,15,9,1,185,40,22,15,35,2.0,2.0,57.0,5.0,5.0,2.0,0.32299999999999995,0.3720000000000001,0.401,0.773,0.353,95.5,2.34,2014,CF,1983-07-19,30000,32
878,이대형,2.18,140,616,546,86,165,23,3,0,194,37,44,14,53,6.0,0.0,92.0,5.0,10.0,1.0,0.302,0.37,0.355,0.725,0.337,88.9,2.18,2015,CF,1983-07-19,30000,33
879,이대형,1.75,143,654,600,89,192,14,3,1,215,42,37,20,44,2.0,0.0,90.0,6.0,7.0,1.0,0.32,0.368,0.358,0.726,0.341,86.9,1.75,2016,CF,1983-07-19,30000,34
880,이대호,8.82,127,552,478,99,174,13,0,44,319,133,0,2,61,10.0,6.0,77.0,15.0,0.0,3.0,0.364,0.444,0.667,1.111,0.482,192.4,8.82,2010,3B,1982-06-21,63000,29
881,이대호,6.89,133,570,493,76,176,26,1,27,285,113,2,0,63,8.0,8.0,60.0,22.0,0.0,6.0,0.35700000000000004,0.433,0.578,1.011,0.455,180.0,6.89,2011,1B,1982-06-21,250000,30
882,이대호,1.79,135,549,485,48,138,23,1,16,211,88,0,0,48,9.0,4.0,65.0,19.0,0.0,7.0,0.285,0.355,0.435,0.79,0.36,118.3,1.79,2019,DH,1982-06-21,250000,38
